Haber;Kategorizasyon
sariyerde kanlica mantari sanilarak toplanilan mantarlardan yiyen kisi zehirlendi sariyer belediyesi ilcemizde mevsimsel olarak toplanan mantarlarla ilgili vakalari bildirilmistir halkimizi bu konuda dikkatli olmaya davet ediyoruz denildi uzmanlardan bilmediginiz mantarlari lutfen yemeyin uyarisi geldi sonbahar ve kis aylarinin gelmesiyle ormanlik alanlarda mantar toplayanlarin sayisi artiyor mantar cesitliligi yonunden zengin olan istanbulda koyluler ve doga meraklilarinin bilincsiz topladiklari mantarlar ise bazen zehirlenmelere ve olumlere neden olabiliyor yenilebilir olan kanlica mantari ile karistirilan zehirli mantar cesitlerinin toplanmasi nedeniyle zehirlenmelerin yasandigi sariyerde belediye yetkilileri sosyal medya hesabindan vatandaslari uyardi sariyer saglik isleri muduru armagan eren ise sariyerde kisinin mantar zehirlenmesinden tedavi altinda oldugunu soyledi mantar bilimi uzmani jilber barutcuyan kanlica dedigimiz mantarlar turkiyede en cok tuketilen mantar turlerinden bu mantarlara uzaktan benzeyen sindirim sorunlari yaratan mantarlar var bilmediginiz mantarlari lutfen yemeyin uyarisinda bulundu olduren zehirli yenen ve yenmeyen mantarlari birbirinden ayrit etmek icin maalesef hicbir gecerli metot teknik puf noktasi ve kisa yolu yok halk arasinda yaygin dolasan yanlis inanislar var diye konusan barutcuyan konuya iliskin ornek vererek degerlendirmelerde bulundu barutcuyan soyle konustu hayvanlar yerse bizde yeriz bu yanlis kurtlanan mantar zehirsiz olurmus yanlis mantarlari bilimsel bir netlikle tanimlayamiyorsak mantarlardan uzak durmanizi tavsiye ederim yenen her mantarin yenmeyen ya da zehirli ya da oldurucu benzerleri mevcut aceleci bir tavirla mantar toplayan insanlar maalesef her zaman zehirlenme riski ile karsi karsiya kanlica dedigimiz mantarlar turkiyede en cok tuketilen mantar turlerinden aslinda bunlar cam agaclarinin altinda yasayan degisik lactarius turleridir ture turkiyede kanlica adi veriliyor bu mantarlara uzaktan benzeyen sindirim sorunlari yaratan mantarlar var bilmediginiz mantarlari lutfen yemeyin kullanmayin mantarlari cok taze halleriyle yiyin bayatlayan her mantarin zehirleyecegini unutmayin diye konustu mantar zehirlenmelerinin ardindan sosyal medya hesabindan uyari paylasan sariyer belediyesinin saglik isleri muduru armagan eren gectigimiz hafta itibariyle yaklasik olarak vakadan ibaret bir mantar zehirlenmesi durumu soz konusu oldu sariyerde bilinmesi gereken su ki kanlica mantari ve benzeri mantar turleri zehirli mantarlarla fiziksel anlamda benzerlikler gostermekte bu nedenle zehirlenme vakalarina cok acik ve adayi vakadan suan da yogun bakimda olan vakamiz var hayati riskleri ne yazik ki devam etmekte mantar konusunda profesyonel olmak cok onemlidir dolayisiyla fiziksel ozelliklere aldanmamak lazim mantar icin danismak bilgi almak her seyden daha onemli ifadeleri ile vatandaslari uyardi ailesi icin mantar toplayan koylu hamit kose ise senedir bildigim mantari topluyorum bildigim mantari topladigim icin her sene yeriz biz zehirlenmedik sadece kanlica mantari degil baska tur mantarlar da var mesela beyaz mantar damak mantari derler semsiye mantari da derler onlar da yenilen mantar ama milletimiz bilmedigi icin topluyor ama o zannedip yiyorlar kac kisi zehirlendi ailecek bile zehirlenenler oldu ben bildigim icin korkmuyorum ama tereddut ettigim mantarlar da var birebir kanlicaya benzeyen semsiye mantarina benzeyen zehirli oluyor onlari insanimiz bilmiyor dedi yildir mantar toplayip satarak gecimini saglayan sezai ozturk ise onu bilmeyen mantardan anlamayan kisiler toplayip yiyor esas kanlica mantari budur zehirli olan ile karistirip oluyorlar ben senedir mantarciyim ben cesit mantar bilirim cesit mantar yerim yazik gunah ac gozluluk yapiyorlar bilmiyorlar toplamaya cikiyorlar ondan sonra allah rahmet eylesin yapacak bir sey yok kanlica mantarinin alti kirmizi digerinin alti beyaz bu sekilde ayirt edebilirler ondan baska yok karincanin sulugun yedigi iyidir korkma onlar yedigi muddetce olmezsin seklinde konustu;saglik 
kocaelide dizi cekimlerinin yapildigi platoda yangin cikti itfaiye ekipleri yangini sondurdu ancak dizide kullanilan cok sayida kiyafet ve dekorlar kullanilamaz hale geldi kocaelide kudus fatihi selahaddin eyyubi adli dizinin cekildigi film platosunda cikan yangin itfaiye ekiplerince sonduruldu trtde yayimlanan kudus fatihi selahaddin eyyubi adli dizinin cekilmelerinin yapildigi gebze ilcesi kadilli ve ovacik mahalleri arasinda donumluk araziye kurulu film platosunda ogle saatlerinde yangin cikti selahaddin eyyubinin konagi olarak kullanilan poliuretan kopukten duvarlarin bulundugu bolumdeki yangin uzerine bolgeye cok sayida ekip gonderildi itfaiye ekipleri kisa surede alevleri sondururken bazi dekor ve kiyafetler kullanilamaz hale geldi yanginla ilgili sorusturma baslatildi;teknoloji 
milliyetci hareket partisi mhp genel baskani devlet bahceli mke ankaragucucaykur rizespor macinin ardindan hakem halil umut melerin ugradigi yumruklu saldiriya iliskin turk sporuna golge dusurmustur bahanesi ne olursa olsun asla tasvip edilmeyecek ilkel goruntuler ayni zamanda toplumsal huzur ve guvenligimizi de sarsmistir ifadelerini kullandi mhp genel baskani devlet bahceli mke ankaragucucaykur rizespor macinin ardindan hakem halil umut melerin ugradigi saldiriya sosyal medya hesabinda yaptigi aciklamayla tepki gosterdi turk sporuna golge dusurmustur bahceli paylasimda super ligin inci haftasinda oynanan mke ankaragucucaykur rizespor futbol musabakasinin bitiminde sahaya hisim ve hincla giren mke ankaragucu kulup baskaninin gorevli hakeme yumruklu saldirisi ve muteakiben meydana gelen ilave siddet sahnelerinin milleti derinden yaraladigini ve turk sporuna golge dusurdugunu belirtti provokatorlerin en agir sekilde cezalandirilmasini temenni ediyorum bahanesi ne olursa olsun asla tasvip edilmeyecek bu ilkel goruntulerin ayni zamanda toplumsal huzur ve guvenligi de sarstigini bildiren bahceli soz konusu musabakanin hakemi sayin halil umut melere yapilan sedit saldiriyi kiniyor kendisine gecmis olsun dileklerimi iletiyor saldirganlarin ve dun aksamki ortama canak tutan provokatorlerin en agir sekilde cezalandirilmasini temenni ediyorum aciklamasini yapti ahlakli insan sorumluluk duzeyi yuksek insan demektir turk futbol hayatinin sikeyle siddetle sinir nobeti geciren ve illegal fonlara adi karisan kuskulu isimlerle anilmasinin esef ve endise verici bir tabloyu ortaya cikardigini aktaran bahceli sunlari kaydetti ahlakli insan sorumluluk duzeyi yuksek insan demektir sporun ahlak baris ve kardeslik dogasina muhalif faillerin ve sancili gelismelerin surekli mesafe almasi bununla mundemic sosyal bir icerik kazanmasi turkiyeyi zora sokacaktir buna karsi verilecek mucadele de hakli ve mesru bir mucadeledir milli birlik ve dayanisma ruhumuza hic kimse hicbir surette kast edemeyecektir su anda akli selime itidale sukunete sagduyuya ve sorumluluk anlayisiyla hareket etmeye cok ciddi ihtiyac vardir turkiye futbol federasyonu yonetim kurulu karari ile tum liglerdeki maclarin suresiz olarak ertelenme karariyla birlikte turkiye faal futbol hakemleri ve gozlemcileri derneginin hakemlerin maclara cikmama cagrisinin tekrar gozden gecirilmesini turk sporunun birkac provokatore teslim olmamasini yurekten umit ediyorum gun bir olma gunu kardes olma gunu hosgoru gunudur yasanan bu krizi turk sporu ve futbolu icin bir firsata cevirmek mumkundur kaynasip kucaklasarak sevgi ve saygi icerisinde dostluk ve centilmenlik etrafinda kenetlenerek sahalari tribunlerle birlikte solen ortamina bayram ve bahar havasina donusturmek hedefimiz ve haysiyet gorevimizdir sorunlardan kacarak cozum bulamayiz surgulu kapilari kilitli gonulleri acamayiz gun bir olma gunu kardes olma gunu hosgoru gunudur;teknoloji 
yili alan degisikligi basvuru kilavuzu yayimlandi milli egitim bakanligina meb bagli egitim kurumlarinda kadrolu ogretmen olarak gorev yapanlarin alan degisikligi icin basvurulari aralik ayi icerisinde alinacak peki alan degisikligi basvurusu ne zaman baslayacak milli egitim bakanligina meb internet sitesinden yapilan duyuruya gore kadrolu ogretmenlerin alan degisikligi takvimi yayimlandibuna gore on basvurularin sistem uzerinden alinmasi ve onay sureci aralik de gerceklestirilecek basvurular aralik arasinda mebbis uzerinden alinacak atamalar aralikta gorevden ayrilma ve yeni gorev yerine baslama islemleri ise ocak subat tarihleri arasinda gerceklestirilecek alan degisikligi basvuru kilavuzu icin tiklayin basvurular basvuru ve atama takviminde belirtilen sure icerisinde mebbismebgovtr veya personelmebgovtr adreslerindeki elektronik basvuru formu araciligiyla yapilacak sonuclar personelmebgovtr adresinde ilan edilecek alan degisikligi islemi yapilan ogretmenlerin kararnameleri bakanlikca sistem uzerindenil milli egitim mudurluklerine il milli egitim mudurlukleri tarafindan da ilgili okulkurum mudurluklerine gonderilecek;dunya 
son dakika haberi hakem halil umut melere yumruklu saldirida bulunan ankaragucu baskani faruk koca ve iki kisi tutuklanarak cezaevine gonderildi koca ilk ifadesinde suclamalari kabul etmeyerek benim amacim hakeme sozlu tepki gosterip yuzune tukurmekti bu esnada hakemin yuzune bir tokat attim siddetli degildi benim atmis oldugum tokattan saniye sonra kendisini yere atti dedi son dakika haberi mke ankaragucucaykur rizespor karsilasmasinin ardindan hakem halil umut melere yonelik gerceklestirilen saldiriyla ilgili adli surec devam ediyor koca ve kisi tutuklandi ankara bati cumhuriyet bassavciliginca baslatilan sorusturma kapsaminda mke ankaragucu baskani faruk koca ve supheliler s y s ile k cnin alinan ifadelerin ardindan kamu gorevlisini yerine getirdigi kamu gorevi nedeniyle spor alaninda kirik olusacak sekilde yaralamak sucundan tutuklandi koca ile supheliler sys ve kc tutuklanmalarinin ardindan sincan kapali ceza infaz kurumuna gonderildi supheli hakkinda adli kontrol karari goruntu analizlerinden mac bitiminde sahaya indikleri tespit edilen supheli hakkinda da adli kontrol karari verildi ilk ifadeler ortaya cikti ifadesinde uzerine atili suclamalari kabul etmeyen faruk koca ilk ifadesinde hakemin verdigi yanlis kararlar ve tahrik edici davranislarindan dolayi bu olay gelismistir benim amacim hakeme sozlu tepki gosterip yuzune tukurmekti bu esnada hakemin yuzune bir tokat attim benim atmis oldugum tokat kiriga sebebiyet vermez benim atmis oldugum tokattan sonra hakem yaklasik saniye ayakta durdu daha sonra kendisini yere atti kalp rahatsizligim bulunmasi sebebiyle de beni olay yerinden hemen uzaklastirdilar ben bunun disinda gerceklesen hicbir olaydan haberdar degilim savunmasini yapti koca hakemlerin sahaya inince sizi bitirecegim diye tehdit ettigi iddiasini ise kabul etmedi tekmenin degip degmedigini bilmiyoruz tutuklanan s y s ile k c ise ifadelerinde biz arbede sirasinda tekme salladik degip degmedigini bilmiyoruz dedi bakan yerlikaya geregi yapildi icisleri bakani ali yerlikaya hakem halil umut melere yonelik saldiri olayina iliskin aciklama yapti yerlikaya siddeti kiniyorum geregi yapildi mahkeme kararlarini biliyorsunuz az once kiymetli hakemimizi ziyaret ettim butun hakem camiasini gecmis olsun dileklerimiz ilettim temennin bir daha siddet olmamasi bir karar hosumuza gitmediginde baska bir seye mi donusmemiz gerekiyor artik konu mahkemede mahkeme surecinde nereye evrilecegini gorecegiz aciklamasinda bulundu bakan tunctan aciklama adalet bakani yilmaz tunc sosyal medya hesabindan yaptigi aciklamada mac sonrasi sahaya inerek macin hakemine siddet eylemine karisan tum supheliler ile sahaya inen taraftarlar hakkinda sayili sporda siddet ve duzensizligin onlenmesine dair kanuna aykirilik ile kamu gorevlisini yerine getirdigi kamu gorevi nedeniyle yaralama suclarindan ankara bati cumhuriyet bassavciliginca sorusturma baslatildigini hatirlatti bakan tunc supheliler fk sy s ve kc ankara bati cumhuriyet bassavciligimizca alinan ifadelerini muteakip sevk edildigi ankara bati nobetci sulh ceza hakimligince kamu gorevlisini yerine getirdigi kamu gorevi nedeniyle spor alaninda kirik olusacak sekilde yaralamak sucundan tutuklanmistir goruntu analizlerinden mac bitiminde sahaya indikleri tespit edilen supheliler rk oou ve vd hakkinda da sayili yasa uyarinca adli kontrol karari talep edilmistir sorusturmaya titizlikle devam edilmektedir ifadelerini kullandi video hakem saldirisinda ceza ne olur faruk koca kimdir faruk koca yilinda ankaranin bala ilcesinde dunyaya geldi lise mezunu olan faruk koca turkiye buyuk millet meclisinde xxii ve xxiii donem ankara milletvekilli olarak gorev aldi evli ve dort cocuk babasi olan koca mke ankaragucu kulubu baskani olarak gorev aliyor yilinda ankaragucunde gerceklestirilen olagan genel kurulda oyun sini alan faruk koca baskanliga secildi;teknoloji 
sakaryanin hendek ilcesinde jandarmanin suphe uzerine takibe aldigi taksinin durdugu ormanda afganistan uyruklu kacak gocmen yakalandi organizator suphelisi gozaltina alindi sakarya il jandarma komutanligina bagli hendek ilce jandarma komutanligi ekipleri anadolu otoyolunun hendek mevkisinde devriye gorevi yuruturken suphe uzerine bir taksiyi takibe aldi taksinin durdugu ormanda arama yapan ekipler afganistan uyruklu kacak gocmen ile organizatoru yakaladi gocmen kacakciliginda kullanildigi belirlenen taksiye de el konuldu kacak gocmenlerin sinir disi edilecegi belirtilirken organizator olduklari suclamasiyla gozaltina alinan kisinin jandarmadaki islemlerinin surdugu bildirildi;teknoloji 
mersinde telefonla aradiklari yabanci uyruklu kisileri kendilerini polis veya savci olarak tanitip isimlerinin teror orgutlerine karistigini soyleyerek milyon bin tl dolandiran supheli yakalanip tutuklandi mersin il emniyet mudurlugu asayis sube mudurlugu dolandiricilik buro amirligi ekipleri telefonla arayan kisilerin kendisini bin tl dolandirdigi sikayeti uzerine harekete gecti ekipler suphelilerin kimligini belirleyip teknik ve fiziki takip baslatti supheliler bd ai mg ve mt otomobilde gozaltina alindi aracta yapilan aramada cep telefonu ve banka kartlari ele gecirildi sorgulanmak uzere emniyete goturulen suphelilerin ozellikle yabanci uyruklu kisileri hedef sectigi kendilerini polis ve savci olarak tanitarak isimlerinin teror orgutune karistigini bu durumu para karsiliginda duzeltebileceklerini soyleyip kandirdiklari tespit edildi suphelilerin bu yolla cok sayida kisiyi toplam milyon bin tl dolandirdigi saptandi islemlerinin ardindan adliyeye sevk edilen supheli cikarildiklari mahkemece tutuklandi;teknoloji 
rekabet kurulunca rekabete aykiri centilmenlik anlasmalari yaptiklari gerekcesiyle haklarinda sorusturma yurutulen bilisim ve telekomunikasyon sirketleri sozlu savunma yapti sorusturma heyeti tesebbuse rekabete aykiri anlasmalarin tarafi olduklari gerekcesiyle idari para cezasi verilmesini istedi rekabet kurulu isgucu piyasasina yonelik rekabete aykiri centilmenlik anlasmalari yaptiklari one surulen toplam bilisim ve telekomunikasyon sirketi hakkinda farkli tarihlerde sorusturmalar baslatti sorusturma heyetinin incelemeleri ve firmalarin yazili savunma sureclerinin tamamlanmasinin ardindan bugun toplu sekilde sozlu savunmalarin alinmasi kararlastirildi rekabet kurumu baskani birol kule baskanligindaki toplantiya sirket temsilcileri sorusturma heyeti ve rekabet kurulu uyeleri katildi kulenin soz hakki verdigi sorusturma heyeti elde edilen deliller ve savunmalar cercevesinde gorusunu acikladi tesebbusun rekabete aykiri anlasmalara taraf olmak suretiyle sayili rekabetin korunmasi hakkinda kanunun rekabeti sinirlayici anlasma uyumlu eylem ve kararlar baslikli ucu maddesini ihlal ettigini belirten sorusturma heyeti firmalara idari para cezalari uygulanmasi gerektigini acikladi diger firma hakkinda ise iddialar cercevesinde ihlal tespit edilemedigi belirtildi ayrica tesebbusler arasinda imzalanan sozlesmelerde yer alan ve ihlale dayanak olarak gosterilen maddelerin sayili kanunun ihlaline sebebiyet vermeyecek sekilde degistirilmesi gerektigi bildirildi ardindan sirket temsilcileri soz alarak savunmalarini yapti rekabet kurulunun yaklasik gun icerisinde nihai kararini aciklamasi bekleniyor;teknoloji 
hatay devleti doneminde meclis binasi olarak kullanilan ve subattaki kahramanmaras merkezli depremlerde yikilan tarihi yapi ile yanindaki adali konagi dogus grubu sponsorlugunda yeniden insa calismalarina baslandi fransiz mimar leon benju tarafindan yilinda insa edilen ve den hatay devletinin turkiyeye katildigi haziran a kadar meclis binasi olarak hizmet veren yapi e kadar ozel sektor tarafindan cesitli is kollari icin kullanildi hatay valiligince satin alinarak kamulastirilan ve aslina uygun restore edilen bina temmuz de ust kisminda yer alan kutuphane ile meclis kultur ve sanat merkezi olarak yanindaki adali konagi da mutfak sanatlari merkezi adi altinda hizmete acildi sehrin en merkezi noktasinda kultur sanat alaninda hataylilara hizmet eden tarihi bina subattaki depremlerde yikildi tarihi iki binanin yikilmasinin ardindan bolge koruma altina alinarak rekonstruksiyon yeniden yapim ve restorasyon hazirliklari gerceklestirildi dogus grubu sponsorlugunda uzman ekiplerce calismalara baslanan tarihi iki yapida ilk asamada molozlar ayristiriliyor hummali calismanin surdugu alanda tarihi meclis binasi ve adali konaginin aslina uygun ayaga kaldirilmasi icin caba sarf ediliyor tarihi iki yapidaki calismalarin sonunda tamamlanmasi hedefleniyor hatay valisi mustafa masatli subattaki depremlerin kentte cok sayida yapiya zarar verdigini hatirlatti bunlarin arasinda tarihi meclis binasi ve adali konaginin da yer aldigini anlatan masatli butun alanlarda pek cok calisma yurutmekle beraber tarihi mirasimizi da suratle ayaga kaldirmak icin pek cok calisma yurutmekteyiz bunlardan biri de meclis binamiz ve adali konaginin tekrar restorasyon ve rekonstruksiyon yapilarak ihya edilmesidir dedi tarihi binadaki mozaiklerin karolarin tavan aksami pencere ve kapi cercevelerinin ayiklanip numaralandirildigini ifade eden masatli cikan saglam yapilarin restorasyon ve rekonstruksiyonda kullanilacagini soyledi tarihi meclis binasi ve konakta kazikla zemin saglamlastirmasi yapilacagini belirten masatli sunlari kaydetti burada ani cok fazla burasi ve yillarinda rasim adali tarafindan yaptirtilmis hatay devletinin tarihi kararlarinin alindigi ilk meclis toplantisi da burada yapilmis tabii devaminda farkli amaclarla yillarca burasi kullanilmis da da yeniden restorasyon gormus ve restorasyon sonrasinda da burasina bir kultur merkezi devaminda da bir mutfak sanatlari merkezi seklinde fonksiyon yuklenmis burasi buradaki insanlarimiza ve disaridan gelen misafirlerimize hizmet etmis tabii bu halini gorunce insan biraz duygulaniyor ama suna inaniyoruz ve umit ediyoruz ki insallah yeniden ihya edecegimiz tarihi meclis binamiz ve adali konagimiz eskisinden daha fonksiyonel olacak ve daha onemli hizmetlere imza atacak;teknoloji 
izmirde alisveris yaparken dusen yasindaki mehmet bardakci kaburga kirigi suphesiyle doktora gitti tomografide kirik degil akciger tumorune rastlandi ameliyata alinan bardakci erken teshis sayesinde kurtuldu izmirde dengesini kaybederek dusen ve goturuldugu hastanede kaburgasindaki kirik nedeniyle cekilen tomografi sonucunda akciger kanseri oldugu ortaya cikan yasindaki mehmet bardakci erken teshis sayesinde sagligina kavustu karsiyaka ilcesinde yasayan cocuk babasi emekli ogretmen mehmet bardakci carsi caddesinde alisveris yaparken dustu dusme sonucu gogsunde agri olusan bardakciyi yakinlari kaburgasinda kirik olabilecegi suphesiyle saglik bilimleri universitesi sbu dr suat seren gogus hastaliklari ve cerrahisi egitim arastirma hastanesi acil servisine goturdu muayene edilen bardakcinin cekilen rontgeninde kirik tespit edilmedi kaya ayrintili tetkikler icin tomografi cekilmesini istedi tomografide dusme sonucu kaburga kirigi olusmadigi ortaya cikarken raporu inceleyen doktor sag akcigerde santimetre capa sahip tumor bulundugunu belirledi ayni hafta ameliyat biyopsi ve tarama testlerinin ardindan ayni hafta icinde bardakci ameliyat edildi kapali yontemle yapilan ameliyatla bardakci sagligina kavustu yasanacak gunlerim varmis mehmet bardakci hayati boyunca kanser hastaligindan hep korktugunu belirtti kendisini cok sansli saydigini ifade eden bardakci soyle konustu boyle bir olay olmasaydi aylik omrum vardi tabii allah bilir bu beni cok mutlu etti colugum cocugumla daha yasanacak gunlerim varmis icecek suyum yiyecek yemegim varmis her seyimi hocamin dikkati sayesinde kazandim;saglik 
hayali fon yaratarak futbolculari ve is insanlarini dolandirmakla suclanan ve ponzi secil olarak bilinen secil erzanin kuzeniyle olan yazismalari ortaya cikti bilirkisi raporunda yer alan yazismalarda magdurun sitem ederek paramla rezil oldum ya hadi oburleri utopik bir seye girmis ben boyle bir seyi senden ne istedim ne de talep ettim dedigi erzanin ise olmayacaksin seklinde yanit verdigi kaydedildi eski denizbank sube muduru secil erzan tarafindan yuksek getiri vaadiyle dolandirildigini one suren kisiler arasinda kamuoyunun yakindan tanidigi fatih terim buse terim fatih terimin damadi volkan bahcekapili futbolcular arda turan ayhan akman emre belozoglu semih kaya muslera selcuk inan gibi isimler var erzanin hayali fon yaratarak futbolcu ve is insanlarini dolandirdigi davada secil erzanin teyzesinin ogluyla yazismalari da ortaya cikti paramla rezil oldum ya bilirkisi raporunda yer alan yazismalarda magdurun sitem ederek paramla rezil oldum ya hadi oburleri utopik bir seye girmis ben boyle bir seyi senden ne istedim ne de talep ettim dedigi erzanin ise olmayacaksin seklinde yanit verdigi kaydedildi sorusturma cercevesinde erzandan ele gecirilen cep telefonu ve bilgisayarlar uzerinde yapilan inceleme sonucu olusturulan bilirkisi raporunda olaya iliskin tespit edilen yazismalara ve ses kaydi cozumlerine yer verildi ekim tarihli bilirkisi raporunda secil erzanin teyzesinin oglu tanin yilmaz ile mart ile nisan tarihli yazismalari su sekilde yer aldi tanin yilmaz gunaydin secil erzan gunaydin tanin yilmaz ne yapiyorsun bu nazli salagina bir seyler anlatmissin ki bana bazi seyler yaziyor aklinca eger bir sey anlatacaksan duzgun ve eksiksiz anlat olur mu siz o kucuk akliniz ile kendi aranizda konusun da durun laf konusmayi birakin iki en buyuk suclu cozum uretin derim daha iyi bir tercih olur ben cozum uretmeye calisiyorum secil erzan tanin ben cozum uretmeye calisiyorum nazlinin sana yazdigindan haberim bile yoktu gun annemin yaninda nefes almaya calisiyorum bana bunu cok mu goruyorsun benim cozebilecegim seyleri neden zamanina birakmiyorsun bu baski tehditle yapamiyorum tanin yilmaz baski tehdit ben yapmiyorum sadece artik ben huzurlu bir yasam surmek istiyorum hepsi bu bende tl yok su an nisan deki konusmalarina ise su sekilde yer verildi tanin yilmaz bugun de olmayacak bu is olsa olurdu secil erzan cok az kaldi olacak tanin tanin yilmaz az kalan ne secil nedir o az kalan ben cok bunaldim merve ben beklemem diyor tutmaya calisiyorum beklemek icin tek sartim eksiksiz olarak ne yaptigini ve benzerini anlatacak diyor neden anlatmiyorsun ben seni gercekten anlamiyorum zaten olan olmus daha kotu ne olabilirdi ki sen bari bugun bana bir taksit ver de yatirayim zaman kalmadi zaten taksit tarihi geliyor secil erzan tanin bende tl yok su an tanin yilmaz ee ne olacak peki boyle ya taksit tarihi geldi kredi kartlari var mideme kramp giriyor resmen ben bu sekilde yasamak zorunda degilim ki secil erzan ben sana odeme yapacagim tanin yilmaz paramla rezil oldum ya yok boyle bir sey hadi obur utopik bir seye girmis ben boyle bir seyi senden ne istedim ne de talep ettim secil erzan olmayacaksin kasimda gorulen davanin ilk durusmasinda ise mahkeme tutuklu saniktan sinin tahliyesine hukmederken sanik erzanin tutukluluk halinin devamina karar vermisti;teknoloji 
radyo ve televizyon ust kurulu rtuk baskani ebubekir sahin sporun siddet goruntuleriyle anilmasinin en cok futbol camiasina haksizlik oldugunu belirterek vatandaslari yanlis bilgilendiren siddet ortamina sevk eden spor programlari hakkinda gerekli yaptirimlarin uygulanacagini bildirdi radyo ve televizyon ust kurulu rtuk baskani ebubekir sahin sosyal medya hesabindan yaptigi aciklamada siddetin her turlusune oldugu gibi sporda siddete de karsi olduklarini ifade etti mke ankaragucucaykur rizespor macinda hakem halil umut melere yapilan saldiriyi kinadi spor programlari ve futbol yorumcularina iliskin ligler baslamadan uyari yaptiklarini hatirlatan sahinfutbol izleyicilerini yanlis yonlendiren tribunleri gerginlige sevk eden spor yayinlarini titizlikle takip ediyoruz ifadelerini kullandi sahin soyle devam etti sporun ruhuna uygun olarak centilmenlik icerisinde yapilmasi gereken musabakalarin tam tersine siddet goruntuleriyle anilmasi en cok futbol camiasina haksizliktir ust kurul uzmanlarimiz tarafindan yapilan incelemeler sonucunda vatandaslari yanlis bilgilendiren siddet ortamina sevk eden spor programlari hakkinda gerekli yaptirimlar uygulanacaktir video hakem saldirisinda ceza ne olur;dunya 
diyarbakirda dicle nehrinde vatandaslarin buldugu iki kirmizi yanakli su kaplumbagasi doga koruma ve milli parklar il mudurlugu ekiplerine teslim edildi kirmizi yanakli su kaplumbagalari nesli tukenme tehlikesi altinda olan ve firat ile dicle nehirlerinin kenarinda yasayan yumusak kabuklu firat kaplumbagasi rafetus euphraticus basta olmak uzere bircok turun yasami icin tehdit olusturacagindan hayvanat bahcesine gonderilecek uzak dogudan ithal edilen ve istilaci olarak nitelendirilen tur oldugu tespit edilen su kaplumbagalarinin dicle yaban hayvani kurtarma ve rehabilitasyon merkezinde saglik kontrolleri ve gerekli bakimlari yapildi kirmizi yanakli su kaplumbagalari nesli tukenme tehlikesi altinda olan ve firat ile dicle nehirlerinin kenarinda yasayan yumusak kabuklu firat kaplumbagasi rafetus euphraticus basta olmak uzere bircok turun yasami icin tehdit olusturacagindan hayvanat bahcesine gonderilecek dicle yaban hayvani kurtarma ve rehabilitasyon merkezi mudur yardimcisi prof dr alaeddin kaya dicle nehri kenarinda vatandaslarin bularak merkeze getirdigi iki istilaci kirmizi yanakli su kaplumbagasinin diger tatli su kaplumbagalarindan belirgin farklara sahip oldugunu soyledi bu kaplumbagalarin pet satisi isin uzak dogu asyadan getirildigini ifade eden kaya maalesef ticareti yapiliyor bunlara egzotik ya da istilaci tur diyoruz pet hayvani olarak aliyorlar bir sure bakildiktan sonra bakimi zorlasinca bunlari dogaya saliyorlar bu turler o dogaya yabanci oldugu icin diger turlere karsi baskin hale geliyorlar diger turlerin yavrularini larvalarini besinlerini yiyerek beslenirler dedi bu turun cok kisa zamanda cok buyuk sayilara ulasabildigine isaret eden kaya bu turlerin geldikleri yeri kolayca istila edebildigini belirtti kaya bu tarz hayvanlarin dogaya salinmasi kesinlikle yasaktir endemik turler icin birinci derece tehlikedir endemik turlerin besinlerine ortak oluyorlar endemik turler icin neredeyse zehir gibi bir durum yaratiyor dicle nehrinde endemik baliklar ve firat kaplumbagasi icin tehdit diger sularda da ayni sekilde tehdit olusturuyorlar bu tehdit git gide artiyor oburlar ve diger hayvanlarimizi besledigimiz un kurtlarini dahi kisa surede tuketebiliyorlar dogal ortamda larva ve yumurtalar icin buyuk bir tehlike diye konustu hayvanlar icin en guzel yerin kendi dogal ortamlari olduguna dikkati ceken kaya bu hayvanlarin sahiplenilmesi dogaya birakilmamasi gerektigini vurguladi kaya merkeze getirilen su kaplumbagalarini da dogaya birakamadiklari icin bir hayvanat bahcesine gondereceklerini sozlerine ekledi;saglik 
okullarda belirli gunler ve haftalar kapsaminda kutlanan tutum yatirim ve turk mallari haftasi kisaca yerli mali haftasinin kutlanmasindaki amac yerli tuketimin bilincli olarak artmasidir peki yerli mali haftasi ne yapilir yerli mali haftasi aralik tarihleri arasinda turkiyede tum okullarda kutlanan belirli gunler ve haftalardandir i dunya savasi sonrasi olusan ekonomik darbogazin ardindan yabanci ulkelere para akisinin onunun kesilmesi ve toplumsal tutum bilincinin olusmasi amaclanmistir haftanin amaci yerli tuketimin bilincli olarak artmasidir bu hafta suresince tutumlu olmanin yatirim yapmanin ve yerli mali kullanmanin onemi vurgulanir insanlarin parasini malini esyalarini zamanini ve sagligini gerektirdigi gibi korumak ve dikkatli kullanmasina tutumlu olmak denir ihtiyaclara harcandiktan sonra artakalan para ile yatirim yapmanin onemi uzerinde durulur tuketilecek urunlerin ulkede uretilen urunlerden secilmesinin gerekliligi anlatilir bu sekilde ulkenin zenginliklerinin artmasi amaclanmaktadir ayrica bilincli tuketicilik konulari uzerinde durulur yerli mali haftasi ne yapilir okullarda aralik tarihleri arasinda kutlanan bu haftada tutum yatirim ve turk mallari hakkinda bilgi verilir siirler okunur konusmalar yapilir skecler ve oyunlar oynanir;teknoloji 
